SIM_ID,WEEK,OBS,REGIME,SIM_WK_REG_ID,OUTPUT,VALUE,PREV_REGIME,WTD_RET,RANK_RET,WTD_RET_ZSCORE,WTD_RET_MINMAXSCALE,D_RET
1,1,0,3,1 - 1 - 3,PRICE_0,97,3,0,0,,,0
1,1,1,3,1 - 1 - 3,PRICE_1,77,3,-0.206185567,4,-0.188380429,0.19047619,-0.206185567
1,1,2,3,1 - 1 - 3,PRICE_2,73,3,-0.24742268,7,-0.323339543,0.152380952,-0.051948052
1,1,3,3,1 - 1 - 3,PRICE_3,70,3,-0.278350515,8,-0.424558878,0.123809524,-0.04109589
1,1,4,3,1 - 1 - 3,PRICE_4,66,3,-0.319587629,9,-0.559517991,0.085714286,-0.057142857
1,1,5,3,1 - 1 - 3,PRICE_5,63,3,-0.350515464,10,-0.660737326,0.057142857,-0.045454545
1,1,6,3,1 - 1 - 3,PRICE_6,111,3,0.144329897,2,0.958772035,0.514285714,0.761904762
1,1,7,3,1 - 1 - 3,PRICE_7,101,3,0.041237113,3,0.621374252,0.419047619,-0.09009009
1,1,8,3,1 - 1 - 3,PRICE_8,57,3,-0.412371134,12,-0.863175997,0,-0.435643564
1,1,9,3,1 - 1 - 3,PRICE_9,162,3,0.670103093,1,2.679500732,1,1.842105263
1,1,10,3,1 - 1 - 3,PRICE_10,60,3,-0.381443299,11,-0.761956662,0.028571429,-0.62962963
1,1,11,3,1 - 1 - 3,PRICE_11,77,3,-0.206185567,4,-0.188380429,0.19047619,0.283333333
1,1,12,3,1 - 1 - 3,PRICE_12,74,3,-0.237113402,6,-0.289599764,0.161904762,-0.038961039
1,2,0,0,1 - 2 - 0,PRICE_0,93,3,0,0,,,0
1,2,1,0,1 - 2 - 0,PRICE_1,113,3,0.215053763,3,0.919769855,0.797619048,0.215053763
1,2,2,0,1 - 2 - 0,PRICE_2,102,3,0.096774194,5,0.535562194,0.666666667,-0.097345133
1,2,3,0,1 - 2 - 0,PRICE_3,130,3,0.397849462,1,1.513545331,1,0.274509804
1,2,4,0,1 - 2 - 0,PRICE_4,104,3,0.11827957,4,0.605418133,0.69047619,-0.2
1,2,5,0,1 - 2 - 0,PRICE_5,119,3,0.279569892,2,1.12933767,0.869047619,0.144230769
1,2,6,0,1 - 2 - 0,PRICE_6,98,3,0.053763441,6,0.395850317,0.619047619,-0.176470588
1,2,7,0,1 - 2 - 0,PRICE_7,63,3,-0.322580645,8,-0.826628604,0.202380952,-0.357142857
1,2,8,0,1 - 2 - 0,PRICE_8,56,3,-0.397849462,10,-1.071124388,0.119047619,-0.111111111
1,2,9,0,1 - 2 - 0,PRICE_9,91,3,-0.021505376,7,0.151354533,0.535714286,0.625
1,2,10,0,1 - 2 - 0,PRICE_10,63,3,-0.322580645,8,-0.826628604,0.202380952,-0.307692308
1,2,11,0,1 - 2 - 0,PRICE_11,55,3,-0.408602151,11,-1.106052358,0.107142857,-0.126984127
1,2,12,0,1 - 2 - 0,PRICE_12,46,3,-0.505376344,12,-1.42040408,0,-0.163636364
1,3,0,0,1 - 3 - 0,PRICE_0,108,0,0,0,,,0
1,3,1,0,1 - 3 - 0,PRICE_1,147,0,0.361111111,3,1.299909735,0.975,0.361111111
1,3,2,0,1 - 3 - 0,PRICE_2,80,0,-0.259259259,8,-0.863915166,0.1375,-0.455782313
1,3,3,0,1 - 3 - 0,PRICE_3,74,0,-0.314814815,11,-1.05769053,0.0625,-0.075
1,3,4,0,1 - 3 - 0,PRICE_4,69,0,-0.361111111,12,-1.21917,0,-0.067567568
1,3,5,0,1 - 3 - 0,PRICE_5,104,0,-0.037037037,7,-0.088813709,0.4375,0.507246377
1,3,6,0,1 - 3 - 0,PRICE_6,149,0,0.37962963,1,1.364501523,1,0.432692308
1,3,7,0,1 - 3 - 0,PRICE_7,118,0,0.092592593,5,0.363328808,0.6125,-0.208053691
1,3,8,0,1 - 3 - 0,PRICE_8,149,0,0.37962963,1,1.364501523,1,0.262711864
1,3,9,0,1 - 3 - 0,PRICE_9,80,0,-0.259259259,8,-0.863915166,0.1375,-0.463087248
1,3,10,0,1 - 3 - 0,PRICE_10,75,0,-0.305555556,10,-1.025394636,0.075,-0.0625
1,3,11,0,1 - 3 - 0,PRICE_11,114,0,0.055555556,6,0.234145232,0.5625,0.52
1,3,12,0,1 - 3 - 0,PRICE_12,122,0,0.12962963,4,0.492512384,0.6625,0.070175439
1,4,0,3,1 - 4 - 3,PRICE_0,109,0,0,0,,,0
1,4,1,3,1 - 4 - 3,PRICE_1,133,0,0.220183486,3,1.268045859,0.755102041,0.220183486
1,4,2,3,1 - 4 - 3,PRICE_2,152,0,0.394495413,2,1.629438929,0.884353741,0.142857143
1,4,3,3,1 - 4 - 3,PRICE_3,50,0,-0.541284404,4,-0.310671236,0.19047619,-0.671052632
1,4,4,3,1 - 4 - 3,PRICE_4,169,0,0.550458716,1,1.952790623,1,2.38
1,4,5,3,1 - 4 - 3,PRICE_5,47,0,-0.568807339,6,-0.367733299,0.170068027,-0.721893491
1,4,6,3,1 - 4 - 3,PRICE_6,49,0,-0.550458716,5,-0.329691923,0.183673469,0.042553191
1,4,7,3,1 - 4 - 3,PRICE_7,44,0,-0.596330275,7,-0.424795363,0.149659864,-0.102040816
1,4,8,3,1 - 4 - 3,PRICE_8,39,0,-0.642201835,8,-0.519898802,0.115646259,-0.113636364
1,4,9,3,1 - 4 - 3,PRICE_9,35,0,-0.678899083,9,-0.595981554,0.088435374,-0.102564103
1,4,10,3,1 - 4 - 3,PRICE_10,30,0,-0.724770642,10,-0.691084993,0.054421769,-0.142857143
1,4,11,3,1 - 4 - 3,PRICE_11,26,0,-0.76146789,11,-0.767167745,0.027210884,-0.133333333
1,4,12,3,1 - 4 - 3,PRICE_12,22,0,-0.798165138,12,-0.843250497,0,-0.153846154
1,5,0,3,1 - 5 - 3,PRICE_0,102,3,0,0,,,0
1,5,1,3,1 - 5 - 3,PRICE_1,56,3,-0.450980392,5,-0.327903106,0.144736842,-0.450980392
1,5,2,3,1 - 5 - 3,PRICE_2,51,3,-0.5,8,-0.445011358,0.111842105,-0.089285714
1,5,3,3,1 - 5 - 3,PRICE_3,48,3,-0.529411765,9,-0.515276309,0.092105263,-0.058823529
1,5,4,3,1 - 5 - 3,PRICE_4,43,3,-0.578431373,10,-0.632384561,0.059210526,-0.104166667
1,5,5,3,1 - 5 - 3,PRICE_5,39,3,-0.617647059,11,-0.726071163,0.032894737,-0.093023256
1,5,6,3,1 - 5 - 3,PRICE_6,34,3,-0.666666667,12,-0.843179415,0,-0.128205128
1,5,7,3,1 - 5 - 3,PRICE_7,96,3,-0.058823529,3,0.608962911,0.407894737,1.823529412
1,5,8,3,1 - 5 - 3,PRICE_8,107,3,0.049019608,2,0.866601066,0.480263158,0.114583333
1,5,9,3,1 - 5 - 3,PRICE_9,72,3,-0.294117647,4,0.046843301,0.25,-0.327102804
1,5,10,3,1 - 5 - 3,PRICE_10,186,3,0.823529412,1,2.716911449,1,1.583333333
1,5,11,3,1 - 5 - 3,PRICE_11,52,3,-0.490196078,7,-0.421589708,0.118421053,-0.720430108
1,5,12,3,1 - 5 - 3,PRICE_12,56,3,-0.450980392,5,-0.327903106,0.144736842,0.076923077
1,6,0,2,1 - 6 - 2,PRICE_0,101,3,0,0,,,0
1,6,1,2,1 - 6 - 2,PRICE_1,91,3,-0.099009901,1,1.603621631,1,-0.099009901
1,6,2,2,1 - 6 - 2,PRICE_2,86,3,-0.148514851,2,1.258756764,0.888888889,-0.054945055
1,6,3,2,1 - 6 - 2,PRICE_3,82,3,-0.188118812,3,0.982864871,0.8,-0.046511628
1,6,4,2,1 - 6 - 2,PRICE_4,77,3,-0.237623762,4,0.638000004,0.688888889,-0.06097561
1,6,5,2,1 - 6 - 2,PRICE_5,73,3,-0.277227723,5,0.36210811,0.6,-0.051948052
1,6,6,2,1 - 6 - 2,PRICE_6,69,3,-0.316831683,6,0.086216217,0.511111111,-0.054794521
1,6,7,2,1 - 6 - 2,PRICE_7,66,3,-0.346534653,7,-0.120702703,0.444444444,-0.043478261
1,6,8,2,1 - 6 - 2,PRICE_8,61,3,-0.396039604,8,-0.46556757,0.333333333,-0.075757576
1,6,9,2,1 - 6 - 2,PRICE_9,58,3,-0.425742574,9,-0.67248649,0.266666667,-0.049180328
1,6,10,2,1 - 6 - 2,PRICE_10,54,3,-0.465346535,10,-0.948378384,0.177777778,-0.068965517
1,6,11,2,1 - 6 - 2,PRICE_11,50,3,-0.504950495,11,-1.224270277,0.088888889,-0.074074074
1,6,12,2,1 - 6 - 2,PRICE_12,46,3,-0.544554455,12,-1.500162171,0,-0.08
1,7,0,1,1 - 7 - 1,PRICE_0,103,2,0,0,,,0
1,7,1,1,1 - 7 - 1,PRICE_1,91,2,-0.116504854,6,-0.426055881,0.076086957,-0.116504854
1,7,2,1,1 - 7 - 1,PRICE_2,87,2,-0.155339806,7,-0.476676381,0.061594203,-0.043956044
1,7,3,1,1 - 7 - 1,PRICE_3,83,2,-0.194174757,9,-0.527296882,0.047101449,-0.045977011
1,7,4,1,1 - 7 - 1,PRICE_4,80,2,-0.223300971,10,-0.565262258,0.036231884,-0.036144578
1,7,5,1,1 - 7 - 1,PRICE_5,75,2,-0.27184466,11,-0.628537884,0.018115942,-0.0625
1,7,6,1,1 - 7 - 1,PRICE_6,70,2,-0.32038835,12,-0.691813509,0,-0.066666667
1,7,7,1,1 - 7 - 1,PRICE_7,117,2,0.13592233,4,-0.097022626,0.170289855,0.671428571
1,7,8,1,1 - 7 - 1,PRICE_8,166,2,0.611650485,3,0.523078507,0.347826087,0.418803419
1,7,9,1,1 - 7 - 1,PRICE_9,346,2,2.359223301,1,2.801001038,1,1.084337349
1,7,10,1,1 - 7 - 1,PRICE_10,190,2,0.844660194,2,0.826801511,0.434782609,-0.450867052
1,7,11,1,1 - 7 - 1,PRICE_11,106,2,0.029126214,5,-0.236229003,0.130434783,-0.442105263
1,7,12,1,1 - 7 - 1,PRICE_12,85,2,-0.174757282,8,-0.501986632,0.054347826,-0.198113208
1,8,0,0,1 - 8 - 0,PRICE_0,98,1,0,0,,,0
1,8,1,0,1 - 8 - 0,PRICE_1,137,1,0.397959184,1,1.300512178,1,0.397959184
1,8,2,0,1 - 8 - 0,PRICE_2,132,1,0.346938776,3,1.137948155,0.938271605,-0.03649635
1,8,3,0,1 - 8 - 0,PRICE_3,123,1,0.255102041,4,0.845332915,0.827160494,-0.068181818
1,8,4,0,1 - 8 - 0,PRICE_4,71,1,-0.275510204,8,-0.845332915,0.185185185,-0.422764228
1,8,5,0,1 - 8 - 0,PRICE_5,62,1,-0.367346939,11,-1.137948155,0.074074074,-0.126760563
1,8,6,0,1 - 8 - 0,PRICE_6,105,1,0.071428571,6,0.260102436,0.604938272,0.693548387
1,8,7,0,1 - 8 - 0,PRICE_7,107,1,0.091836735,5,0.325128044,0.62962963,0.019047619
1,8,8,0,1 - 8 - 0,PRICE_8,102,1,0.040816327,7,0.162564022,0.567901235,-0.046728972
1,8,9,0,1 - 8 - 0,PRICE_9,134,1,0.367346939,2,1.202973764,0.962962963,0.31372549
1,8,10,0,1 - 8 - 0,PRICE_10,71,1,-0.275510204,8,-0.845332915,0.185185185,-0.470149254
1,8,11,0,1 - 8 - 0,PRICE_11,64,1,-0.346938776,10,-1.072922546,0.098765432,-0.098591549
1,8,12,0,1 - 8 - 0,PRICE_12,56,1,-0.428571429,12,-1.333024982,0,-0.125
1,9,0,0,1 - 9 - 0,PRICE_0,99,0,0,0,,,0
1,9,1,0,1 - 9 - 0,PRICE_1,95,0,-0.04040404,5,0.077935781,0.438356164,-0.04040404
1,9,2,0,1 - 9 - 0,PRICE_2,116,0,0.171717172,3,0.931840857,0.726027397,0.221052632
1,9,3,0,1 - 9 - 0,PRICE_3,91,0,-0.080808081,7,-0.084712805,0.383561644,-0.215517241
1,9,4,0,1 - 9 - 0,PRICE_4,94,0,-0.050505051,6,0.037273634,0.424657534,0.032967033
1,9,5,0,1 - 9 - 0,PRICE_5,136,0,0.373737374,1,1.745083788,1,0.446808511
1,9,6,0,1 - 9 - 0,PRICE_6,99,0,0,4,0.240584367,0.493150685,-0.272058824
1,9,7,0,1 - 9 - 0,PRICE_7,76,0,-0.232323232,8,-0.694645003,0.178082192,-0.232323232
1,9,8,0,1 - 9 - 0,PRICE_8,69,0,-0.303030303,10,-0.979280028,0.082191781,-0.092105263
1,9,9,0,1 - 9 - 0,PRICE_9,63,0,-0.363636364,12,-1.223252907,0,-0.086956522
1,9,10,0,1 - 9 - 0,PRICE_10,133,0,0.343434343,2,1.623097348,0.95890411,1.111111111
1,9,11,0,1 - 9 - 0,PRICE_11,76,0,-0.232323232,8,-0.694645003,0.178082192,-0.428571429
1,9,12,0,1 - 9 - 0,PRICE_12,69,0,-0.303030303,10,-0.979280028,0.082191781,-0.092105263
1,10,0,2,1 - 10 - 2,PRICE_0,95,0,0,0,,,0
1,10,1,2,1 - 10 - 2,PRICE_1,83,0,-0.126315789,1,1.482828998,1,-0.126315789
1,10,2,2,1 - 10 - 2,PRICE_2,79,0,-0.168421053,2,1.170654472,0.9,-0.048192771
1,10,3,2,1 - 10 - 2,PRICE_3,76,0,-0.2,3,0.936523578,0.825,-0.037974684
1,10,4,2,1 - 10 - 2,PRICE_4,73,0,-0.231578947,4,0.702392683,0.75,-0.039473684
1,10,5,2,1 - 10 - 2,PRICE_5,70,0,-0.263157895,5,0.468261789,0.675,-0.04109589
1,10,6,2,1 - 10 - 2,PRICE_6,66,0,-0.305263158,6,0.156087263,0.575,-0.057142857
1,10,7,2,1 - 10 - 2,PRICE_7,63,0,-0.336842105,7,-0.078043631,0.5,-0.045454545
1,10,8,2,1 - 10 - 2,PRICE_8,60,0,-0.368421053,8,-0.312174526,0.425,-0.047619048
1,10,9,2,1 - 10 - 2,PRICE_9,56,0,-0.410526316,9,-0.624349052,0.325,-0.066666667
1,10,10,2,1 - 10 - 2,PRICE_10,52,0,-0.452631579,10,-0.936523578,0.225,-0.071428571
1,10,11,2,1 - 10 - 2,PRICE_11,47,0,-0.505263158,11,-1.326741735,0.1,-0.096153846
1,10,12,2,1 - 10 - 2,PRICE_12,43,0,-0.547368421,12,-1.638916261,0,-0.085106383
2,1,0,3,2 - 1 - 3,PRICE_0,105,3,0,0,,,0
2,1,1,3,2 - 1 - 3,PRICE_1,59,3,-0.438095238,4,-0.408677033,0.114035088,-0.438095238
2,1,2,3,2 - 1 - 3,PRICE_2,53,3,-0.495238095,9,-0.552915985,0.061403509,-0.101694915
2,1,3,3,2 - 1 - 3,PRICE_3,50,3,-0.523809524,11,-0.625035462,0.035087719,-0.056603774
2,1,4,3,2 - 1 - 3,PRICE_4,46,3,-0.561904762,12,-0.721194764,0,-0.08
2,1,5,3,2 - 1 - 3,PRICE_5,126,3,0.2,3,1.201991273,0.701754386,1.739130435
2,1,6,3,2 - 1 - 3,PRICE_6,145,3,0.380952381,2,1.658747956,0.868421053,0.150793651
2,1,7,3,2 - 1 - 3,PRICE_7,55,3,-0.476190476,6,-0.504836335,0.078947368,-0.620689655
2,1,8,3,2 - 1 - 3,PRICE_8,160,3,0.523809524,1,2.019345338,1,1.909090909
2,1,9,3,2 - 1 - 3,PRICE_9,54,3,-0.485714286,7,-0.52887616,0.070175439,-0.6625
2,1,10,3,2 - 1 - 3,PRICE_10,59,3,-0.438095238,4,-0.408677033,0.114035088,0.092592593
2,1,11,3,2 - 1 - 3,PRICE_11,54,3,-0.485714286,7,-0.52887616,0.070175439,-0.084745763
2,1,12,3,2 - 1 - 3,PRICE_12,51,3,-0.514285714,10,-0.600995636,0.043859649,-0.055555556
2,2,0,1,2 - 2 - 1,PRICE_0,106,3,0,0,,,0
2,2,1,1,2 - 2 - 1,PRICE_1,91,3,-0.141509434,6,-0.410702361,0.074879227,-0.141509434
2,2,2,1,2 - 2 - 1,PRICE_2,86,3,-0.188679245,9,-0.45355826,0.062801932,-0.054945055
2,2,3,1,2 - 2 - 1,PRICE_3,115,3,0.08490566,4,-0.204994048,0.132850242,0.337209302
2,2,4,1,2 - 2 - 1,PRICE_4,209,3,0.971698113,2,0.600696845,0.359903382,0.817391304
2,2,5,1,2 - 2 - 1,PRICE_5,474,3,3.471698113,1,2.872059467,1,1.267942584
2,2,6,1,2 - 2 - 1,PRICE_6,206,3,0.943396226,3,0.574983305,0.352657005,-0.565400844
2,2,7,1,2 - 2 - 1,PRICE_7,115,3,0.08490566,4,-0.204994048,0.132850242,-0.441747573
2,2,8,1,2 - 2 - 1,PRICE_8,60,3,-0.433962264,12,-0.676408932,0,-0.47826087
2,2,9,1,2 - 2 - 1,PRICE_9,90,3,-0.150943396,7,-0.419273541,0.072463768,0.5
2,2,10,1,2 - 2 - 1,PRICE_10,90,3,-0.150943396,7,-0.419273541,0.072463768,0
2,2,11,1,2 - 2 - 1,PRICE_11,67,3,-0.367924528,10,-0.616410674,0.016908213,-0.255555556
2,2,12,1,2 - 2 - 1,PRICE_12,64,3,-0.396226415,11,-0.642124213,0.009661836,-0.044776119
2,3,0,0,2 - 3 - 0,PRICE_0,102,1,0,0,,,0
2,3,1,0,2 - 3 - 0,PRICE_1,123,1,0.205882353,3,0.936877994,0.851851852,0.205882353
2,3,2,0,2 - 3 - 0,PRICE_2,104,1,0.019607843,7,0.315923975,0.617283951,-0.154471545
2,3,3,0,2 - 3 - 0,PRICE_3,113,1,0.107843137,5,0.610060089,0.728395062,0.086538462
2,3,4,0,2 - 3 - 0,PRICE_4,135,1,0.323529412,1,1.32905948,1,0.194690265
2,3,5,0,2 - 3 - 0,PRICE_5,116,1,0.137254902,4,0.708105461,0.765432099,-0.140740741
2,3,6,0,2 - 3 - 0,PRICE_6,67,1,-0.343137255,8,-0.893302274,0.160493827,-0.422413793
2,3,7,0,2 - 3 - 0,PRICE_7,60,1,-0.411764706,10,-1.122074807,0.074074074,-0.104477612
2,3,8,0,2 - 3 - 0,PRICE_8,54,1,-0.470588235,12,-1.31816555,0,-0.1
2,3,9,0,2 - 3 - 0,PRICE_9,125,1,0.225490196,2,1.002241575,0.87654321,1.314814815
2,3,10,0,2 - 3 - 0,PRICE_10,67,1,-0.343137255,8,-0.893302274,0.160493827,-0.464
2,3,11,0,2 - 3 - 0,PRICE_11,57,1,-0.441176471,11,-1.220120179,0.037037037,-0.149253731
2,3,12,0,2 - 3 - 0,PRICE_12,111,1,0.088235294,6,0.544696508,0.703703704,0.947368421
2,4,0,3,2 - 4 - 3,PRICE_0,98,0,0,0,,,0
2,4,1,3,2 - 4 - 3,PRICE_1,84,0,-0.142857143,4,-0.169010898,0.264,-0.142857143
2,4,2,3,2 - 4 - 3,PRICE_2,80,0,-0.183673469,6,-0.291927915,0.232,-0.047619048
2,4,3,3,2 - 4 - 3,PRICE_3,77,0,-0.214285714,8,-0.384115677,0.208,-0.0375
2,4,4,3,2 - 4 - 3,PRICE_4,118,0,0.204081633,2,0.875783745,0.536,0.532467532
2,4,5,3,2 - 4 - 3,PRICE_5,110,0,0.12244898,3,0.629949711,0.472,-0.06779661
2,4,6,3,2 - 4 - 3,PRICE_6,65,0,-0.336734694,11,-0.752866728,0.112,-0.409090909
2,4,7,3,2 - 4 - 3,PRICE_7,176,0,0.795918367,1,2.658080488,1,1.707692308
2,4,8,3,2 - 4 - 3,PRICE_8,51,0,-0.479591837,12,-1.183076286,0,-0.710227273
2,4,9,3,2 - 4 - 3,PRICE_9,84,0,-0.142857143,4,-0.169010898,0.264,0.647058824
2,4,10,3,2 - 4 - 3,PRICE_10,80,0,-0.183673469,6,-0.291927915,0.232,-0.047619048
2,4,11,3,2 - 4 - 3,PRICE_11,76,0,-0.224489796,9,-0.414844932,0.2,-0.05
2,4,12,3,2 - 4 - 3,PRICE_12,73,0,-0.255102041,10,-0.507032694,0.176,-0.039473684
2,5,0,1,2 - 5 - 1,PRICE_0,93,3,0,0,,,0
2,5,1,1,2 - 5 - 1,PRICE_1,83,3,-0.107526882,6,-0.414167881,0.184210526,-0.107526882
2,5,2,1,2 - 5 - 1,PRICE_2,79,3,-0.150537634,7,-0.480214587,0.163157895,-0.048192771
2,5,3,1,2 - 5 - 1,PRICE_3,122,3,0.311827957,4,0.229787496,0.389473684,0.544303797
2,5,4,1,2 - 5 - 1,PRICE_4,174,3,0.870967742,3,1.088394665,0.663157895,0.426229508
2,5,5,1,2 - 5 - 1,PRICE_5,238,3,1.559139785,1,2.145141951,1,0.367816092
2,5,6,1,2 - 5 - 1,PRICE_6,185,3,0.989247312,2,1.270023105,0.721052632,-0.222689076
2,5,7,1,2 - 5 - 1,PRICE_7,111,3,0.193548387,5,0.048159056,0.331578947,-0.4
2,5,8,1,2 - 5 - 1,PRICE_8,76,3,-0.182795699,8,-0.529749616,0.147368421,-0.315315315
2,5,9,1,2 - 5 - 1,PRICE_9,55,3,-0.408602151,11,-0.876494819,0.036842105,-0.276315789
2,5,10,1,2 - 5 - 1,PRICE_10,61,3,-0.344086022,10,-0.777424761,0.068421053,0.109090909
2,5,11,1,2 - 5 - 1,PRICE_11,48,3,-0.483870968,12,-0.992076553,0,-0.213114754
2,5,12,1,2 - 5 - 1,PRICE_12,65,3,-0.301075269,9,-0.711378055,0.089473684,0.354166667
2,6,0,0,2 - 6 - 0,PRICE_0,107,1,0,0,,,0
2,6,1,0,2 - 6 - 0,PRICE_1,82,1,-0.23364486,8,-0.884863426,0.184210526,-0.23364486
2,6,2,0,2 - 6 - 0,PRICE_2,72,1,-0.327102804,11,-1.205659834,0.052631579,-0.12195122
2,6,3,0,2 - 6 - 0,PRICE_3,138,1,0.289719626,3,0.91159646,0.921052632,0.916666667
2,6,4,0,2 - 6 - 0,PRICE_4,136,1,0.271028037,5,0.847437178,0.894736842,-0.014492754
2,6,5,0,2 - 6 - 0,PRICE_5,125,1,0.168224299,6,0.494561129,0.75,-0.080882353
2,6,6,0,2 - 6 - 0,PRICE_6,142,1,0.327102804,2,1.039915023,0.973684211,0.136
2,6,7,0,2 - 6 - 0,PRICE_7,137,1,0.280373832,4,0.879516819,0.907894737,-0.035211268
2,6,8,0,2 - 6 - 0,PRICE_8,115,1,0.074766355,7,0.173764721,0.618421053,-0.160583942
2,6,9,0,2 - 6 - 0,PRICE_9,144,1,0.345794393,1,1.104074305,1,0.252173913
2,6,10,0,2 - 6 - 0,PRICE_10,82,1,-0.23364486,8,-0.884863426,0.184210526,-0.430555556
2,6,11,0,2 - 6 - 0,PRICE_11,74,1,-0.308411215,10,-1.141500552,0.078947368,-0.097560976
2,6,12,0,2 - 6 - 0,PRICE_12,68,1,-0.364485981,12,-1.333978397,0,-0.081081081
2,7,0,3,2 - 7 - 3,PRICE_0,100,0,0,0,,,0
2,7,1,3,2 - 7 - 3,PRICE_1,55,0,-0.45,6,-0.390983989,0.135483871,-0.45
2,7,2,3,2 - 7 - 3,PRICE_2,114,0,0.14,2,0.914754992,0.516129032,1.072727273
2,7,3,3,2 - 7 - 3,PRICE_3,114,0,0.14,2,0.914754992,0.516129032,0
2,7,4,3,2 - 7 - 3,PRICE_4,60,0,-0.4,5,-0.280328143,0.167741935,-0.473684211
2,7,5,3,2 - 7 - 3,PRICE_5,189,0,0.89,1,2.57459268,1,2.15
2,7,6,3,2 - 7 - 3,PRICE_6,72,0,-0.28,4,-0.014754113,0.24516129,-0.619047619
2,7,7,3,2 - 7 - 3,PRICE_7,55,0,-0.45,6,-0.390983989,0.135483871,-0.236111111
